WebShare,NewsShare,YoutubeShare,WikipediaShare,Polls,Ideologia,PartitNou,PartitEstablert,PartitAlGovern,PartitAlOposicio,Resultats,Pais,IdeologiaEsq,IdeologiaDre,PartitESP,PartitPOR,PartitITA,PartitGRE,DaysLeft,meanWikipediaShare,minWikipediaShare,maxWikipediaShare,medianWikipediaShare,sumWikipediaShare,meanWebShare,minWebShare,maxWebShare,medianWebShare,sumWebShare,meanNewsShare,minNewsShare,maxNewsShare,medianNewsShare,sumNewsShare,meanPolls,minPolls,maxPolls,medianPolls,sumPolls,CandWebShare,CandNewsShare,CandYoutubeShare,CandWikipediaShare
23.3,0.0,26.7,17.1,12.4,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,3,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,10.6,25.0,0.0,5.0
16.7,0.0,32.0,17.7,12.7,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,2,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,11.5,100.0,7.1,5.1
20.4,0.0,39.1,18.8,12.7,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,1,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,8.2,100.0,5.2,6.6
15.2,0.0,22.8,25.1,7.0,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,14,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,6.5,41.6,6.3,9.0
22.5,25.0,20.0,22.7,7.1,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,13,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,3.5,0.0,0.0,6.3
17.2,0.0,10.6,23.4,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,12,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,5.3,25.0,6.6,7.4
22.9,0.0,11.4,27.7,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,11,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,7.1,25.0,10.7,7.4
23.2,0.0,33.3,27.3,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,10,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,3.8,0.0,0.0,6.6
19.5,25.0,0.0,23.5,7.2,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,9,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,5.0,0.0,0.0,6.7
18.9,0.0,15.6,26.0,7.0,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,8,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,4.1,25.0,9.8,6.6
12.0,0.0,23.7,26.8,7.1,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,7,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,7.5,0.0,6.7,7.3
19.6,25.0,17.3,28.2,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,6,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,6.5,20.5,16.2,7.8
20.5,25.0,21.1,33.9,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,5,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,26.7,33.0,51.4,8.9
27.5,25.0,22.0,37.0,7.3,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,4,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,23.8,0.0,17.9,8.0
15.9,0.0,21.4,31.0,7.6,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,3,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,11.3,25.0,21.2,7.4
17.8,45.3,17.4,31.9,7.5,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,2,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,12.7,0.0,28.0,7.2
20.0,0.0,30.9,31.6,7.5,3.0,0,1,0,1,7.69,3.0,3,0,0,0,0,1,1,28.29285714285714,22.7,37.0,27.5,396.09999999999997,19.478571428571428,12.0,27.5,19.55,272.7,12.164285714285715,0.0,45.3,0.0,170.3,7.2714285714285705,7.0,7.6,7.3,101.79999999999998,21.8,0.0,25.3,8.6
